match,seed,winner,t,v2_production,v1_production,production_diff,v2_ship_count,v1_ship_count,ship_count_diff,v2_planets,v1_planets
2,1,v2,13,3,3,0,39,49,-10,1,1
2,1,v2,14,3,3,0,42,52,-10,1,1
2,1,v2,15,3,3,0,45,55,-10,1,1
2,1,v2,16,3,3,0,48,58,-10,1,1
2,1,v2,17,3,7,-4,48,53,-5,1,2
2,1,v2,18,7,7,0,43,60,-17,2,2
2,1,v2,19,7,7,0,50,67,-17,2,2
2,1,v2,20,7,7,0,57,74,-17,2,2
2,1,v2,21,7,7,0,64,81,-17,2,2
2,1,v2,22,10,7,3,62,88,-26,3,2
2,1,v2,23,10,7,3,72,95,-23,3,2
2,1,v2,24,10,11,-1,82,94,-12,3,3
2,1,v2,25,10,11,-1,92,105,-13,3,3
2,1,v2,26,14,12,2,94,105,-11,4,4
2,1,v2,27,15,12,3,86,106,-20,5,4
2,1,v2,28,15,12,3,80,118,-38,5,4
2,1,v2,29,15,12,3,95,130,-35,5,4
2,1,v2,30,15,12,3,110,142,-32,5,4
2,1,v2,31,15,12,3,125,154,-29,5,4
2,1,v2,32,15,12,3,140,166,-26,5,4
2,1,v2,33,15,12,3,155,178,-23,5,4
2,1,v2,34,15,12,3,170,190,-20,5,4
2,1,v2,35,15,12,3,185,202,-17,5,4
2,1,v2,36,15,12,3,141,208,-67,5,4
2,1,v2,37,15,12,3,156,220,-64,5,4
2,1,v2,38,15,15,0,171,210,-39,5,5
2,1,v2,39,15,15,0,186,225,-39,5,5
2,1,v2,40,19,16,3,160,229,-69,6,6
2,1,v2,41,19,17,2,174,234,-60,6,7
2,1,v2,42,19,17,2,180,251,-71,6,7
2,1,v2,43,23,17,6,190,268,-78,7,7
2,1,v2,44,23,17,6,190,262,-72,7,7
2,1,v2,45,23,17,6,213,279,-66,7,7
2,1,v2,46,23,17,6,236,296,-60,7,7
2,1,v2,47,23,17,6,259,313,-54,7,7
2,1,v2,48,23,17,6,282,330,-48,7,7
2,1,v2,49,23,17,6,305,347,-42,7,7
2,1,v2,50,23,17,6,317,364,-47,7,7
2,1,v2,51,23,17,6,340,381,-41,7,7
2,1,v2,52,24,16,8,322,357,-35,8,6
2,1,v2,53,24,16,8,346,373,-27,8,6
2,1,v2,54,23,17,6,335,354,-19,7,7
2,1,v2,55,23,17,6,358,371,-13,7,7
2,1,v2,56,20,20,0,362,369,-7,6,8
2,1,v2,57,20,20,0,382,389,-7,6,8
2,1,v2,58,20,20,0,402,409,-7,6,8
2,1,v2,59,20,20,0,376,409,-33,6,8
2,1,v2,60,20,23,-3,396,390,6,6,9
2,1,v2,61,21,22,-1,371,388,-17,7,8
2,1,v2,62,24,19,5,377,361,16,8,7
2,1,v2,63,24,19,5,401,380,21,8,7
2,1,v2,64,24,22,2,425,325,100,8,8
2,1,v2,65,24,22,2,416,314,102,8,8
2,1,v2,66,23,23,0,436,332,104,7,9
2,1,v2,67,23,23,0,450,346,104,7,9
2,1,v2,68,23,23,0,441,340,101,7,9
2,1,v2,69,23,23,0,452,363,89,7,9
2,1,v2,70,23,23,0,463,386,77,7,9
2,1,v2,71,23,23,0,484,409,75,7,9
2,1,v2,72,23,26,-3,499,403,96,7,10
2,1,v2,73,23,26,-3,479,386,93,7,10
2,1,v2,74,33,16,17,401,311,90,10,7
2,1,v2,75,33,16,17,434,327,107,10,7
2,1,v2,76,32,17,15,398,296,102,9,8
2,1,v2,77,32,21,11,414,257,157,9,9
2,1,v2,78,32,21,11,432,264,168,9,9
2,1,v2,79,36,17,19,443,264,179,10,8
2,1,v2,80,36,17,19,479,281,198,10,8
2,1,v2,81,39,14,25,474,272,202,11,7
2,1,v2,82,37,16,21,487,276,211,11,7
2,1,v2,83,37,16,21,512,280,232,11,7
2,1,v2,84,37,16,21,541,288,253,11,7
2,1,v2,85,38,15,23,555,281,274,12,6
2,1,v2,86,38,15,23,589,292,297,12,6
2,1,v2,87,39,14,25,596,276,320,13,5
2,1,v2,88,36,17,19,616,271,345,12,6
2,1,v2,89,36,17,19,652,288,364,12,6
2,1,v2,90,36,17,19,679,296,383,12,6
2,1,v2,91,39,14,25,691,301,390,13,5
2,1,v2,92,39,14,25,709,294,415,13,5
2,1,v2,93,38,15,23,737,297,440,12,6
2,1,v2,94,41,12,29,741,278,463,13,5
2,1,v2,95,41,12,29,778,286,492,13,5
2,1,v2,96,41,12,29,811,294,517,13,5
2,1,v2,97,37,16,21,832,290,542,12,6
2,1,v2,98,37,16,21,841,278,563,12,6
2,1,v2,99,33,20,13,858,274,584,11,7
2,1,v2,100,37,16,21,882,285,597,12,6
2,1,v2,101,37,19,18,919,256,663,12,7
2,1,v2,102,37,19,18,944,275,669,12,7
2,1,v2,103,40,16,24,968,281,687,13,6
2,1,v2,104,33,23,10,989,278,711,11,8
2,1,v2,105,33,23,10,937,255,682,12,7
2,1,v2,106,33,23,10,941,250,691,12,7
2,1,v2,107,33,27,6,964,253,711,12,8
2,1,v2,108,37,23,14,983,266,717,13,7
2,1,v2,109,37,23,14,1020,289,731,13,7
2,1,v2,110,37,23,14,1008,263,745,13,7
2,1,v2,111,37,23,14,1045,286,759,13,7
2,1,v2,112,37,23,14,1082,309,773,13,7
2,1,v2,113,37,23,14,1109,322,787,13,7
2,1,v2,114,43,17,26,1124,323,801,15,5
2,1,v2,115,43,17,26,1167,340,827,15,5
2,1,v2,116,42,18,24,1207,354,853,14,6
2,1,v2,117,35,25,10,1216,339,877,11,9
2,1,v2,118,35,25,10,1237,350,887,11,9
2,1,v2,119,40,20,20,1241,344,897,13,7
2,1,v2,120,44,16,28,1217,300,917,14,6
2,1,v2,121,44,16,28,1261,316,945,14,6
2,1,v2,122,48,12,36,1265,292,973,15,5
2,1,v2,123,48,12,36,1313,304,1009,15,5
2,1,v2,124,49,11,38,1341,296,1045,16,4
2,1,v2,125,43,17,26,1351,268,1083,14,6
2,1,v2,126,43,17,26,1364,255,1109,14,6
2,1,v2,127,44,16,28,1396,261,1135,15,5
2,1,v2,128,48,12,36,1406,243,1163,16,4
2,1,v2,129,48,12,36,1379,180,1199,16,4
2,1,v2,130,48,12,36,1406,171,1235,16,4
2,1,v2,131,48,12,36,1454,183,1271,16,4
2,1,v2,132,48,12,36,1485,178,1307,16,4
2,1,v2,133,47,13,34,1522,179,1343,15,5
2,1,v2,134,47,13,34,1508,131,1377,15,5
2,1,v2,135,47,13,34,1543,132,1411,15,5
2,1,v2,136,47,13,34,1590,145,1445,15,5
2,1,v2,137,47,13,34,1629,150,1479,15,5
2,1,v2,138,50,10,40,1663,150,1513,16,4
2,1,v2,139,50,10,40,1713,160,1553,16,4
2,1,v2,140,50,10,40,1763,170,1593,16,4
2,1,v2,141,54,6,48,1776,143,1633,18,2
2,1,v2,142,57,3,54,1796,115,1681,19,1
2,1,v2,143,57,3,54,1853,118,1735,19,1
2,1,v2,144,60,0,60,1844,55,1789,20,0
2,1,v2,145,60,0,60,1904,55,1849,20,0
2,1,v2,146,60,0,60,1964,55,1909,20,0
2,1,v2,147,60,0,60,2024,55,1969,20,0
2,1,v2,148,59,1,58,2079,50,2029,19,1
2,1,v2,149,59,1,58,2138,51,2087,19,1
2,1,v2,150,58,2,56,2175,30,2145,18,2
2,1,v2,151,58,2,56,2233,32,2201,18,2
2,1,v2,152,58,2,56,2291,34,2257,18,2
2,1,v2,153,58,2,56,2349,36,2313,18,2
2,1,v2,154,59,1,58,2375,6,2369,19,1
2,1,v2,155,59,1,58,2434,7,2427,19,1
2,1,v2,156,59,1,58,2493,8,2485,19,1
2,1,v2,157,59,1,58,2552,9,2543,19,1
2,1,v2,158,60,0,60,2601,0,2601,20,0
3,2,v2,0,5,5,0,10,10,0,1,1
3,2,v2,1,5,5,0,15,15,0,1,1
3,2,v2,2,5,5,0,20,20,0,1,1
3,2,v2,3,5,5,0,25,25,0,1,1
3,2,v2,4,9,5,4,22,30,-8,2,1
3,2,v2,5,9,5,4,31,35,-4,2,1
3,2,v2,6,9,5,4,40,40,0,2,1
3,2,v2,7,9,9,0,49,37,12,2,2
3,2,v2,8,9,9,0,58,46,12,2,2
3,2,v2,9,12,9,3,58,55,3,3,2
3,2,v2,10,12,9,3,70,64,6,3,2
3,2,v2,11,12,9,3,82,73,9,3,2
3,2,v2,12,12,9,3,94,82,12,3,2
3,2,v2,13,12,9,3,106,91,15,3,2
3,2,v2,14,12,9,3,118,100,18,3,2
3,2,v2,15,12,9,3,130,109,21,3,2
3,2,v2,16,12,12,0,142,109,33,3,3
3,2,v2,17,12,12,0,154,121,33,3,3
3,2,v2,18,12,12,0,166,133,33,3,3
3,2,v2,19,12,12,0,178,145,33,3,3
3,2,v2,20,12,12,0,190,157,33,3,3
3,2,v2,21,17,12,5,190,169,21,4,3
3,2,v2,22,17,12,5,204,181,23,4,3
3,2,v2,23,17,12,5,212,193,19,4,3
3,2,v2,24,17,12,5,229,205,24,4,3
3,2,v2,25,17,12,5,241,217,24,4,3
3,2,v2,26,17,12,5,249,229,20,4,3
3,2,v2,27,17,17,0,254,229,25,4,4
3,2,v2,28,17,17,0,271,246,25,4,4
3,2,v2,29,17,17,0,288,263,25,4,4
3,2,v2,30,17,17,0,299,280,19,4,4
3,2,v2,31,22,17,5,304,297,7,5,4
3,2,v2,32,22,17,5,326,314,12,5,4
3,2,v2,33,22,17,5,348,331,17,5,4
3,2,v2,34,22,17,5,370,348,22,5,4
3,2,v2,35,25,17,8,377,365,12,6,4
3,2,v2,36,30,17,13,396,382,14,7,4
3,2,v2,37,30,17,13,426,399,27,7,4
3,2,v2,38,30,17,13,456,416,40,7,4
3,2,v2,39,30,20,10,486,424,62,7,5
3,2,v2,40,30,20,10,516,444,72,7,5
3,2,v2,41,35,20,15,516,464,52,8,5
3,2,v2,42,35,20,15,551,484,67,8,5
3,2,v2,43,35,20,15,586,504,82,8,5
3,2,v2,44,35,24,11,621,516,105,8,6
3,2,v2,45,38,21,17,641,525,116,9,5
3,2,v2,46,33,26,7,674,541,133,8,6
3,2,v2,47,37,22,15,658,530,128,9,5
3,2,v2,48,37,27,10,695,522,173,9,6
3,2,v2,49,37,31,6,721,541,180,9,7
3,2,v2,50,37,31,6,740,572,168,9,7
3,2,v2,51,37,31,6,757,593,164,9,7
3,2,v2,52,37,31,6,794,624,170,9,7
3,2,v2,53,47,21,26,770,597,173,11,5
3,2,v2,54,47,21,26,807,608,199,11,5
3,2,v2,55,47,21,26,854,629,225,11,5
3,2,v2,56,48,20,28,838,587,251,11,5
3,2,v2,57,48,20,28,881,607,274,11,5
3,2,v2,58,48,20,28,929,627,302,11,5
3,2,v2,59,48,20,28,973,643,330,11,5
3,2,v2,60,48,20,28,1021,663,358,11,5
3,2,v2,61,43,25,18,1017,631,386,10,6
3,2,v2,62,43,25,18,1060,656,404,10,6
3,2,v2,63,43,25,18,1103,681,422,10,6
3,2,v2,64,46,23,23,1091,623,468,11,6
3,2,v2,65,47,22,25,1086,595,491,12,5
3,2,v2,66,47,22,25,1133,617,516,12,5
3,2,v2,67,47,22,25,1180,639,541,12,5
3,2,v2,68,47,22,25,1227,661,566,12,5
3,2,v2,69,47,22,25,1274,683,591,12,5
3,2,v2,70,47,22,25,1321,705,616,12,5
3,2,v2,71,44,25,19,1362,721,641,11,6
3,2,v2,72,44,25,19,1401,746,655,11,6
3,2,v2,73,44,25,19,1445,771,674,11,6
3,2,v2,74,50,20,30,1447,769,678,13,5
3,2,v2,75,50,21,29,1497,715,782,13,6
3,2,v2,76,44,27,17,1540,729,811,11,8
3,2,v2,77,49,22,27,1525,700,825,12,7
3,2,v2,78,50,22,28,1505,658,847,13,7
3,2,v2,79,49,23,26,1535,675,860,12,8
3,2,v2,80,51,19,32,1568,676,892,12,6
3,2,v2,81,51,19,32,1594,670,924,12,6
3,2,v2,82,52,18,34,1540,591,949,13,5
3,2,v2,83,52,18,34,1515,535,980,13,5
3,2,v2,84,53,17,36,1521,510,1011,14,4
3,2,v2,85,53,17,36,1557,527,1030,14,4
3,2,v2,86,58,12,46,1593,512,1081,15,3
3,2,v2,87,57,13,44,1649,522,1127,14,4
3,2,v2,88,61,9,52,1640,475,1165,14,4
3,2,v2,89,61,9,52,1691,460,1231,14,4
3,2,v2,90,64,6,58,1723,420,1303,15,3
3,2,v2,91,63,7,56,1680,314,1366,15,3
3,2,v2,92,63,7,56,1743,321,1422,15,3
3,2,v2,93,60,10,50,1803,325,1478,14,4
3,2,v2,94,66,4,62,1822,294,1528,16,2
3,2,v2,95,66,5,61,1888,278,1610,16,3
3,2,v2,96,62,9,53,1924,271,1653,15,4
3,2,v2,97,62,9,53,1973,267,1706,15,4
3,2,v2,98,66,5,61,1997,238,1759,17,2
3,2,v2,99,63,8,55,2048,228,1820,16,3
3,2,v2,100,63,9,54,2107,231,1876,16,4
3,2,v2,101,67,5,62,2135,205,1930,17,3
3,2,v2,102,68,4,64,2183,191,1992,18,2
3,2,v2,103,71,1,70,2191,135,2056,19,1
3,2,v2,104,72,0,72,2248,122,2126,20,0
3,2,v2,105,72,0,72,2320,122,2198,20,0
3,2,v2,106,72,0,72,2392,122,2270,20,0
3,2,v2,107,71,1,70,2459,117,2342,19,1
3,2,v2,108,71,1,70,2530,118,2412,19,1
3,2,v2,109,71,1,70,2601,119,2482,19,1
3,2,v2,110,71,1,70,2672,120,2552,19,1
3,2,v2,111,71,1,70,2743,121,2622,19,1
3,2,v2,112,71,1,70,2814,122,2692,19,1
3,2,v2,113,71,1,70,2885,123,2762,19,1
3,2,v2,114,71,1,70,2956,124,2832,19,1
3,2,v2,115,71,1,70,3027,125,2902,19,1
3,2,v2,116,71,1,70,3098,126,2972,19,1
3,2,v2,117,71,1,70,3169,127,3042,19,1
3,2,v2,118,69,3,66,3167,55,3112,19,1
3,2,v2,119,69,3,66,3236,58,3178,19,1
3,2,v2,120,69,3,66,3305,61,3244,19,1
3,2,v2,121,69,3,66,3374,64,3310,19,1
3,2,v2,122,69,3,66,3418,42,3376,19,1
3,2,v2,123,69,3,66,3462,20,3442,19,1
3,2,v2,124,72,0,72,3508,0,3508,20,0
4,3,v1,0,1,1,0,10,10,0,1,1
4,3,v1,1,1,1,0,11,11,0,1,1
4,3,v1,2,1,1,0,12,12,0,1,1
4,3,v1,3,1,1,0,13,13,0,1,1
4,3,v1,4,1,1,0,14,14,0,1,1
4,3,v1,5,1,1,0,15,15,0,1,1
4,3,v1,6,1,1,0,6,16,-10,1,1
4,3,v1,7,1,1,0,7,17,-10,1,1
4,3,v1,8,1,1,0,8,18,-10,1,1
4,3,v1,9,1,6,-5,9,14,-5,1,2
4,3,v1,10,1,6,-5,10,20,-10,1,2
4,3,v1,11,1,6,-5,11,26,-15,1,2
4,3,v1,12,1,6,-5,10,32,-22,1,2
4,3,v1,13,1,6,-5,11,38,-27,1,2
4,3,v1,14,1,6,-5,12,44,-32,1,2
4,3,v1,15,1,6,-5,13,50,-37,1,2
4,3,v1,16,6,6,0,9,56,-47,2,2
4,3,v1,17,6,6,0,15,62,-47,2,2
4,3,v1,18,6,6,0,21,68,-47,2,2
4,3,v1,19,6,6,0,27,74,-47,2,2
4,3,v1,20,6,6,0,33,80,-47,2,2
4,3,v1,21,6,6,0,39,86,-47,2,2
4,3,v1,22,6,6,0,45,92,-47,2,2
4,3,v1,23,6,6,0,51,98,-47,2,2
4,3,v1,24,6,7,-1,57,66,-9,2,3
4,3,v1,25,6,7,-1,63,73,-10,2,3
4,3,v1,26,6,7,-1,69,80,-11,2,3
4,3,v1,27,6,7,-1,75,87,-12,2,3
4,3,v1,28,10,7,3,57,94,-37,3,3
4,3,v1,29,10,7,3,67,101,-34,3,3
4,3,v1,30,10,7,3,77,108,-31,3,3
4,3,v1,31,11,7,4,78,115,-37,4,3
4,3,v1,32,16,12,4,74,107,-33,5,4
4,3,v1,33,21,12,9,75,119,-44,6,4
4,3,v1,34,21,12,9,96,131,-35,6,4
4,3,v1,35,21,12,9,117,143,-26,6,4
4,3,v1,36,21,12,9,138,155,-17,6,4
4,3,v1,37,21,13,8,159,158,1,6,5
4,3,v1,38,21,13,8,179,171,8,6,5
4,3,v1,39,21,13,8,199,184,15,6,5
4,3,v1,40,21,14,7,214,184,30,6,6
4,3,v1,41,21,14,7,216,198,18,6,6
4,3,v1,42,22,19,3,225,207,18,7,7
4,3,v1,43,22,19,3,247,226,21,7,7
4,3,v1,44,22,19,3,269,245,24,7,7
4,3,v1,45,22,19,3,291,264,27,7,7
4,3,v1,46,27,19,8,308,283,25,8,7
4,3,v1,47,27,19,8,329,296,33,8,7
4,3,v1,48,27,19,8,356,315,41,8,7
4,3,v1,49,27,19,8,383,334,49,8,7
4,3,v1,50,31,19,12,390,353,37,9,7
4,3,v1,51,31,19,12,421,372,49,9,7
4,3,v1,52,31,19,12,452,391,61,9,7
4,3,v1,53,31,19,12,483,410,73,9,7
4,3,v1,54,31,19,12,514,429,85,9,7
4,3,v1,55,31,19,12,545,448,97,9,7
4,3,v1,56,31,19,12,576,467,109,9,7
4,3,v1,57,31,23,8,607,460,147,9,8
4,3,v1,58,31,23,8,638,483,155,9,8
4,3,v1,59,31,28,3,669,441,228,9,9
4,3,v1,60,31,28,3,700,469,231,9,9
4,3,v1,61,31,29,2,731,482,249,9,10
4,3,v1,62,31,34,-3,762,496,266,9,11
4,3,v1,63,31,34,-3,793,530,263,9,11
4,3,v1,64,31,34,-3,824,564,260,9,11
4,3,v1,65,31,34,-3,855,598,257,9,11
4,3,v1,66,31,34,-3,886,632,254,9,11
4,3,v1,67,31,34,-3,917,666,251,9,11
4,3,v1,68,31,34,-3,948,700,248,9,11
4,3,v1,69,31,34,-3,979,734,245,9,11
4,3,v1,70,31,34,-3,1010,768,242,9,11
4,3,v1,71,31,34,-3,1041,802,239,9,11
4,3,v1,72,31,34,-3,1072,836,236,9,11
4,3,v1,73,31,34,-3,1103,870,233,9,11
4,3,v1,74,31,34,-3,1134,904,230,9,11
4,3,v1,75,31,34,-3,1165,938,227,9,11
4,3,v1,76,31,34,-3,1196,972,224,9,11
4,3,v1,77,31,35,-4,1227,991,236,9,12
4,3,v1,78,31,35,-4,1258,1026,232,9,12
4,3,v1,79,31,35,-4,1289,1061,228,9,12
4,3,v1,80,31,35,-4,1320,1096,224,9,12
4,3,v1,81,31,35,-4,1351,1131,220,9,12
4,3,v1,82,31,35,-4,1382,1166,216,9,12
4,3,v1,83,31,35,-4,1413,1201,212,9,12
4,3,v1,84,31,40,-9,1444,1201,243,9,14
4,3,v1,85,31,45,-14,1475,1176,299,9,15
4,3,v1,86,31,46,-15,1506,1206,300,9,16
4,3,v1,87,31,46,-15,1537,1252,285,9,16
4,3,v1,88,31,46,-15,1568,1298,270,9,16
4,3,v1,89,31,46,-15,1599,1344,255,9,16
4,3,v1,90,31,46,-15,1630,1390,240,9,16
4,3,v1,91,31,46,-15,1661,1436,225,9,16
4,3,v1,92,31,46,-15,1692,1482,210,9,16
4,3,v1,93,31,46,-15,1723,1528,195,9,16
4,3,v1,94,31,46,-15,1754,1574,180,9,16
4,3,v1,95,31,46,-15,1785,1620,165,9,16
4,3,v1,96,31,46,-15,1816,1666,150,9,16
4,3,v1,97,31,46,-15,1847,1712,135,9,16
4,3,v1,98,31,46,-15,1878,1758,120,9,16
4,3,v1,99,31,47,-16,1909,1766,143,9,17
4,3,v1,100,31,47,-16,1940,1813,127,9,17
4,3,v1,101,31,48,-17,1971,1822,149,9,18
4,3,v1,102,31,48,-17,2002,1870,132,9,18
4,3,v1,103,31,48,-17,2033,1918,115,9,18
4,3,v1,104,31,48,-17,2064,1966,98,9,18
4,3,v1,105,31,48,-17,2095,2014,81,9,18
4,3,v1,106,32,47,-15,2118,2054,64,10,17
4,3,v1,107,32,47,-15,2150,2101,49,10,17
4,3,v1,108,32,47,-15,2182,2148,34,10,17
4,3,v1,109,32,47,-15,2214,2195,19,10,17
4,3,v1,110,32,49,-17,2246,2218,28,10,19
4,3,v1,111,32,49,-17,2278,2267,11,10,19
4,3,v1,112,32,49,-17,2310,2316,-6,10,19
4,3,v1,113,32,50,-18,2342,2327,15,10,20
4,3,v1,114,32,50,-18,2374,2377,-3,10,20
4,3,v1,115,32,50,-18,2406,2427,-21,10,20
4,3,v1,116,32,50,-18,2438,2477,-39,10,20
4,3,v1,117,32,50,-18,2470,2527,-57,10,20
4,3,v1,118,32,50,-18,2502,2577,-75,10,20
4,3,v1,119,32,50,-18,2534,2627,-93,10,20
4,3,v1,120,32,50,-18,2566,2677,-111,10,20
4,3,v1,121,32,50,-18,2598,2727,-129,10,20
4,3,v1,122,32,50,-18,2630,2777,-147,10,20
4,3,v1,123,32,50,-18,2662,2827,-165,10,20
4,3,v1,124,32,50,-18,2694,2877,-183,10,20
4,3,v1,125,32,50,-18,2726,2927,-201,10,20
4,3,v1,126,32,50,-18,2758,2977,-219,10,20
4,3,v1,127,32,50,-18,2790,3027,-237,10,20
4,3,v1,128,32,50,-18,2822,3077,-255,10,20
4,3,v1,129,33,49,-16,2837,3110,-273,11,19
4,3,v1,130,33,49,-16,2870,3159,-289,11,19
4,3,v1,131,33,51,-18,2903,3129,-226,11,20
4,3,v1,132,33,53,-20,2936,3101,-165,11,21
4,3,v1,133,33,58,-25,2969,3106,-137,11,22
4,3,v1,134,32,59,-27,2895,3057,-162,10,23
4,3,v1,135,32,59,-27,2927,3116,-189,10,23
4,3,v1,136,32,59,-27,2959,3175,-216,10,23
4,3,v1,137,32,59,-27,2991,3234,-243,10,23
4,3,v1,138,32,59,-27,3023,3293,-270,10,23
4,3,v1,139,32,59,-27,3055,3352,-297,10,23
4,3,v1,140,32,59,-27,3087,3411,-324,10,23
4,3,v1,141,32,59,-27,3119,3470,-351,10,23
4,3,v1,142,32,59,-27,3151,3529,-378,10,23
4,3,v1,143,32,61,-29,3183,3522,-339,10,24
4,3,v1,144,32,61,-29,3215,3583,-368,10,24
4,3,v1,145,32,61,-29,3247,3644,-397,10,24
4,3,v1,146,32,61,-29,3279,3705,-426,10,24
4,3,v1,147,32,66,-34,3311,3701,-390,10,25
4,3,v1,148,31,67,-36,3323,3747,-424,9,26
4,3,v1,149,31,67,-36,3354,3814,-460,9,26
4,3,v1,150,31,67,-36,3385,3881,-496,9,26
4,3,v1,151,31,67,-36,3416,3948,-532,9,26
4,3,v1,152,31,67,-36,3447,4015,-568,9,26
4,3,v1,153,32,66,-34,3468,4072,-604,10,25
4,3,v1,154,37,61,-24,3464,4102,-638,11,24
4,3,v1,155,42,56,-14,3451,4113,-662,12,23
4,3,v1,156,42,56,-14,3493,4169,-676,12,23
4,3,v1,157,42,56,-14,3535,4225,-690,12,23
4,3,v1,158,42,56,-14,3577,4281,-704,12,23
4,3,v1,159,42,56,-14,3619,4337,-718,12,23
4,3,v1,160,37,61,-24,3635,4367,-732,11,24
4,3,v1,161,35,63,-28,3542,4298,-756,9,26
4,3,v1,162,35,63,-28,3577,4361,-784,9,26
4,3,v1,163,34,64,-30,3554,4366,-812,8,27
4,3,v1,164,34,64,-30,3588,4430,-842,8,27
4,3,v1,165,34,66,-32,3622,4415,-793,8,28
4,3,v1,166,29,71,-42,3595,4420,-825,7,29
4,3,v1,167,29,71,-42,3624,4491,-867,7,29
4,3,v1,168,31,69,-38,3646,4555,-909,8,28
4,3,v1,169,32,68,-36,3666,4613,-947,9,27
4,3,v1,170,33,67,-34,3538,4521,-983,9,27
4,3,v1,171,33,67,-34,3571,4588,-1017,9,27
4,3,v1,172,36,64,-28,3519,4570,-1051,9,27
4,3,v1,173,36,64,-28,3555,4634,-1079,9,27
4,3,v1,174,36,64,-28,3591,4698,-1107,9,27
4,3,v1,175,36,64,-28,3627,4762,-1135,9,27
4,3,v1,176,36,64,-28,3663,4826,-1163,9,27
4,3,v1,177,36,64,-28,3699,4890,-1191,9,27
4,3,v1,178,33,67,-34,3715,4934,-1219,7,29
4,3,v1,179,34,66,-32,3738,4991,-1253,8,28
4,3,v1,180,34,66,-32,3772,5057,-1285,8,28
4,3,v1,181,34,66,-32,3806,5123,-1317,8,28
4,3,v1,182,36,64,-28,3831,5180,-1349,9,27
4,3,v1,183,36,64,-28,3860,5237,-1377,9,27
4,3,v1,184,35,65,-30,3890,5295,-1405,8,28
4,3,v1,185,35,65,-30,3925,5360,-1435,8,28
4,3,v1,186,30,70,-40,3899,5364,-1465,7,29
4,3,v1,187,30,70,-40,3929,5434,-1505,7,29
4,3,v1,188,33,67,-34,3890,5435,-1545,9,27
4,3,v1,189,35,65,-30,3899,5478,-1579,11,25
4,3,v1,190,43,57,-14,3798,5407,-1609,12,24
4,3,v1,191,32,68,-36,3049,4672,-1623,9,27
4,3,v1,192,33,67,-34,3061,4720,-1659,10,26
4,3,v1,193,38,62,-24,3064,4757,-1693,11,25
4,3,v1,194,38,62,-24,3100,4817,-1717,11,25
4,3,v1,195,38,62,-24,3138,4879,-1741,11,25
4,3,v1,196,33,67,-34,2744,4509,-1765,10,26
4,3,v1,197,33,67,-34,2777,4576,-1799,10,26
4,3,v1,198,33,67,-34,2810,4643,-1833,10,26
4,3,v1,199,32,68,-36,2831,4698,-1867,9,27
4,3,v1,200,32,68,-36,2863,4766,-1903,9,27
4,3,v1,201,31,69,-38,2882,4821,-1939,8,28
4,3,v1,202,29,71,-42,2911,4888,-1977,6,30
4,3,v1,203,31,69,-38,2922,4941,-2019,7,29
4,3,v1,204,38,62,-24,2808,4865,-2057,9,27
4,3,v1,205,43,57,-14,2772,4853,-2081,11,25
4,3,v1,206,37,63,-26,2624,4719,-2095,10,26
4,3,v1,207,37,63,-26,2552,4673,-2121,10,26
4,3,v1,208,37,63,-26,2589,4736,-2147,10,26
4,3,v1,209,37,63,-26,2626,4799,-2173,10,26
4,3,v1,210,37,63,-26,2663,4862,-2199,10,26
4,3,v1,211,37,63,-26,2700,4925,-2225,10,26
4,3,v1,212,38,62,-24,2582,4833,-2251,10,26
4,3,v1,213,38,62,-24,2592,4867,-2275,10,26
4,3,v1,214,38,62,-24,2630,4929,-2299,10,26
4,3,v1,215,38,62,-24,2668,4991,-2323,10,26
4,3,v1,216,38,62,-24,2706,5053,-2347,10,26
4,3,v1,217,42,58,-16,2637,5008,-2371,10,26
4,3,v1,218,42,58,-16,2679,5066,-2387,10,26
4,3,v1,219,44,56,-12,2695,5098,-2403,11,25
4,3,v1,220,48,52,-4,2685,5100,-2415,12,24
4,3,v1,221,48,52,-4,2733,5152,-2419,12,24
4,3,v1,222,48,52,-4,2772,5195,-2423,12,24
4,3,v1,223,48,52,-4,2820,5247,-2427,12,24
4,3,v1,224,43,57,-14,2730,5161,-2431,11,25
4,3,v1,225,43,57,-14,2773,5218,-2445,11,25
4,3,v1,226,38,62,-24,2601,5060,-2459,10,26
4,3,v1,227,36,64,-28,2635,5118,-2483,9,27
4,3,v1,228,41,59,-18,2648,5159,-2511,10,26
4,3,v1,229,41,59,-18,2676,5205,-2529,10,26
4,3,v1,230,41,59,-18,2717,5264,-2547,10,26
4,3,v1,231,41,59,-18,2758,5323,-2565,10,26
4,3,v1,232,36,64,-28,2699,5282,-2583,9,27
4,3,v1,233,36,64,-28,2735,5346,-2611,9,27
4,3,v1,234,36,64,-28,2771,5410,-2639,9,27
4,3,v1,235,38,62,-24,2775,5442,-2667,10,26
4,3,v1,236,37,63,-26,2766,5457,-2691,9,27
4,3,v1,237,35,65,-30,2779,5496,-2717,8,28
4,3,v1,238,40,60,-20,2773,5520,-2747,9,27
4,3,v1,239,38,62,-24,2809,5576,-2767,8,28
4,3,v1,240,38,62,-24,2847,5638,-2791,8,28
4,3,v1,241,40,60,-20,2876,5691,-2815,9,27
4,3,v1,242,40,60,-20,2911,5746,-2835,9,27
4,3,v1,243,37,63,-26,2683,5538,-2855,9,27
4,3,v1,244,37,63,-26,2715,5596,-2881,9,27
